employee_id,hire_date,exit_date,exit_type,exit_reason,country,site,department,job_level,gender,age,contract_type,work_model,fte,base_salary_eur,salary_band_mid_eur,compa_ratio,tenure_months,months_since_promotion,performance_rating,engagement_score
E00882,2025-11-01,,,,DE,Munich,Customer Service,L2,M,35,Permanent,Hybrid,1.0,51500,42800,1.203,7,7,3,76
E00883,2013-04-05,,,,ES,Barcelona,Operations,L2,M,53,Permanent,Hybrid,1.0,32300,29700,1.088,158,158,5,60
E00884,2024-12-07,,,,PL,Krakow,Operations,L5,F,26,Permanent,Onsite,1.0,47100,57900,0.813,18,16,4,59
E00885,2018-06-25,,,,IT,Milan,Finance,L3,M,34,Fixed-term,Hybrid,1.0,45000,45800,0.983,96,17,4,63
E00886,2025-07-16,2025-10-12,Voluntary,Better external offer,DE,Munich,Finance,L1,M,25,Fixed-term,Hybrid,1.0,36850,41800,0.882,3,3,5,60
E00887,2024-02-11,,,,DE,Munich,Operations,L3,M,24,Permanent,Onsite,1.0,59550,57800,1.03,28,3,4,77
E00888,2026-01-26,2026-04-13,Voluntary,Work-life balance,IT,Milan,Customer Service,L2,M,37,Fixed-term,Onsite,1.0,27150,29200,0.93,3,3,2,66
E00889,2024-01-31,,,,IT,Milan,Tech,L2,F,25,Permanent,Onsite,1.0,39850,40600,0.982,29,20,4,70
E00890,2025-03-13,2026-01-07,Voluntary,Better external offer,ES,Barcelona,Sales,L5,M,29,Permanent,Hybrid,1.0,67900,76100,0.892,10,4,4,62
E00891,2020-04-21,,,,IT,Milan,Operations,L2,F,51,Permanent,Onsite,1.0,34400,30900,1.113,74,21,3,65
E00892,2021-10-14,,,,PL,Krakow,Operations,L1,M,30,Permanent,Onsite,1.0,20250,20000,1.012,56,22,3,79
E00893,2023-07-30,2025-11-22,Voluntary,Manager / leadership,PL,Krakow,Operations,L3,M,36,Permanent,Hybrid,1.0,36350,31900,1.139,28,28,1,55
E00894,2026-05-08,,,,PL,Krakow,Tech,L3,M,39,Permanent,Hybrid,1.0,43250,42000,1.03,1,1,3,75
E00895,2022-03-27,,,,PL,Krakow,Customer Service,L1,M,23,Fixed-term,Hybrid,1.0,21500,18900,1.138,51,39,4,66
E00896,2012-07-10,,,,DE,Munich,Operations,L2,F,51,Fixed-term,Hybrid,1.0,45050,45100,0.999,167,17,3,68
E00897,2026-03-16,,,,ES,Barcelona,Customer Service,L3,F,20,Permanent,Onsite,1.0,36050,36000,1.001,3,3,3,65
E00898,2025-11-14,,,,PL,Krakow,Finance,L4,M,34,Permanent,Hybrid,1.0,47550,48500,0.98,7,7,2,79
E00899,2025-08-18,2025-09-16,Voluntary,Compensation,IT,Milan,Customer Service,L4,F,38,Permanent,Hybrid,1.0,41050,49100,0.836,1,1,4,59
E00900,2015-08-31,,,,DE,Munich,Sales,L3,F,51,Permanent,Remote,1.0,69150,63800,1.084,130,23,3,61
E00901,2023-05-12,,,,IT,Milan,Operations,L1,F,33,Permanent,Onsite,1.0,26350,24700,1.067,37,6,3,58
E00902,2024-01-09,2026-03-27,Voluntary,Compensation,PL,Krakow,Operations,L2,F,42,Permanent,Onsite,1.0,24050,24900,0.966,26,10,4,57
E00903,2025-12-10,,,,PL,Krakow,Operations,L3,F,25,Fixed-term,Hybrid,1.0,28800,31900,0.903,6,6,3,50
E00904,2025-12-10,,,,IT,Milan,Tech,L4,M,30,Fixed-term,Hybrid,1.0,63400,68200,0.93,6,6,3,74
E00905,2012-07-15,2025-12-20,Voluntary,Better external offer,ES,Barcelona,Operations,L2,M,49,Permanent,Remote,1.0,25050,29700,0.843,161,24,3,50
E00906,2024-12-02,,,,DE,Munich,HR,L3,M,33,Permanent,Onsite,1.0,56650,60800,0.932,18,7,2,72
E00907,2026-06-16,,,,IT,Milan,Operations,L1,F,32,Permanent,Hybrid,1.0,24550,24700,0.994,0,0,3,74
E00908,2024-09-14,,,,ES,Barcelona,Operations,L2,M,32,Permanent,Hybrid,1.0,32250,29700,1.086,21,21,4,65
E00909,2019-02-02,,,,DE,Munich,Customer Service,L1,F,45,Permanent,Hybrid,1.0,37400,34200,1.094,88,14,3,66
E00910,2018-01-12,,,,IT,Milan,Customer Service,L1,M,55,Permanent,Onsite,1.0,23200,23400,0.991,101,27,3,52
E00911,2018-08-16,,,,DE,Munich,Sales,L1,M,45,Permanent,Hybrid,0.8,42800,39900,1.073,94,22,2,77
E00912,2023-10-03,,,,PL,Krakow,Finance,L3,M,20,Fixed-term,Hybrid,1.0,40050,37000,1.082,32,32,2,61
E00913,2025-12-26,,,,ES,Barcelona,Operations,L2,F,21,Permanent,Hybrid,1.0,25350,29700,0.854,6,6,4,67
E00914,2018-12-17,,,,DE,Munich,Finance,L2,F,43,Permanent,Hybrid,1.0,46500,52300,0.889,90,20,3,45
E00915,2017-02-23,,,,DE,Munich,Operations,L1,F,47,Permanent,Remote,1.0,35600,36100,0.986,112,112,3,60
E00916,2015-05-18,,,,PL,Krakow,Operations,L2,M,51,Permanent,Onsite,1.0,25300,24900,1.016,133,30,3,59
E00917,2023-02-28,,,,PL,Krakow,Tech,L3,F,38,Permanent,Hybrid,1.0,42300,42000,1.007,40,9,3,64
E00918,2024-05-04,,,,IT,Milan,Finance,L5,M,20,Permanent,Hybrid,1.0,76750,82900,0.926,25,25,2,64
E00919,2021-02-05,,,,PL,Krakow,Sales,L3,M,42,Permanent,Hybrid,1.0,34300,35300,0.972,64,64,3,60
E00920,2021-02-01,,,,DE,Munich,Operations,L2,F,37,Permanent,Hybrid,1.0,39900,45100,0.885,64,64,1,28
E00921,2022-03-11,,,,IT,Milan,Customer Service,L4,M,39,Permanent,Onsite,1.0,49250,49100,1.003,51,13,3,62
E00922,2026-01-12,,,,PL,Krakow,Customer Service,L1,M,28,Permanent,Hybrid,1.0,16800,18900,0.889,5,5,3,56
E00923,2023-01-16,,,,IT,Milan,Operations,L1,F,42,Permanent,Onsite,1.0,25950,24700,1.051,41,17,4,72
E00924,2025-02-25,,,,IT,Milan,Tech,L4,M,35,Fixed-term,Hybrid,1.0,65750,68200,0.964,16,16,1,86
E00925,2020-11-10,,,,PL,Krakow,Sales,L2,F,27,Permanent,Hybrid,1.0,20400,27600,0.739,67,67,3,46
E00926,2021-01-15,,,,IT,Milan,Operations,L1,M,35,Permanent,Hybrid,1.0,29100,24700,1.178,65,65,3,80
E00927,2021-11-02,2025-11-23,Voluntary,Manager / leadership,PL,Krakow,Customer Service,L1,F,41,Fixed-term,Onsite,1.0,19550,18900,1.034,48,6,2,66
E00928,2024-09-07,,,,IT,Milan,Customer Service,L1,M,34,Permanent,Hybrid,1.0,25200,23400,1.077,21,21,3,82
E00929,2025-07-10,,,,PL,Krakow,Sales,L3,M,21,Fixed-term,Hybrid,1.0,28150,35300,0.797,11,11,4,64
E00930,2023-07-22,2026-05-05,Voluntary,Better external offer,PL,Krakow,Finance,L1,M,40,Permanent,Hybrid,0.8,23850,23100,1.032,34,34,5,65
E00931,2017-12-23,,,,IT,Milan,Operations,L2,F,37,Fixed-term,Hybrid,0.8,29500,30900,0.955,102,31,4,61
E00932,2026-02-15,,,,IT,Milan,HR,L1,M,20,Permanent,Remote,0.8,22150,26000,0.852,4,4,3,53
E00933,2022-12-03,,,,PL,Krakow,Operations,L1,F,31,Permanent,Hybrid,1.0,20700,20000,1.035,42,42,3,67
E00934,2022-05-18,,,,PL,Krakow,Customer Service,L3,M,42,Permanent,Hybrid,1.0,33400,30200,1.106,49,14,4,54
E00935,2020-01-12,2025-07-09,Voluntary,Personal reasons,IT,Milan,Customer Service,L2,M,38,Permanent,Onsite,1.0,33150,29200,1.135,66,0,4,58
E00936,2022-12-24,,,,IT,Milan,Tech,L3,M,46,Permanent,Hybrid,1.0,48050,52000,0.924,42,42,4,67
E00937,2023-08-07,,,,DE,Munich,Customer Service,L4,F,38,Permanent,Remote,1.0,80300,71800,1.118,34,34,3,47
E00938,2020-07-31,,,,PL,Krakow,Operations,L1,F,33,Permanent,Hybrid,1.0,22450,20000,1.123,71,71,3,69
E00939,2020-07-05,,,,DE,Munich,HR,L2,F,27,Permanent,Onsite,1.0,51950,47500,1.094,71,71,4,50
E00940,2025-02-24,,,,IT,Milan,Customer Service,L2,M,37,Permanent,Hybrid,1.0,30100,29200,1.031,16,13,4,71
E00941,2020-07-12,2025-09-22,Voluntary,Personal reasons,PL,Krakow,Sales,L2,M,26,Fixed-term,Onsite,1.0,24650,27600,0.893,62,62,3,45
E00942,2026-05-17,,,,PL,Krakow,Customer Service,L2,F,25,Permanent,Hybrid,1.0,21650,23600,0.917,1,1,3,52
E00943,2022-03-31,,,,ES,Barcelona,Sales,L2,F,43,Permanent,Remote,0.8,34750,32800,1.059,51,19,3,75
E00944,2021-04-10,,,,IT,Milan,Customer Service,L4,M,47,Permanent,Onsite,1.0,50100,49100,1.02,62,62,3,61
E00945,2024-12-12,,,,IT,Milan,Customer Service,L1,M,30,Permanent,Remote,1.0,22600,23400,0.966,18,18,3,66
E00946,2026-03-12,,,,PL,Krakow,Customer Service,L1,F,24,Fixed-term,Hybrid,1.0,17350,18900,0.918,3,3,3,47
E00947,2024-05-04,,,,IT,Milan,Tech,L4,F,32,Permanent,Remote,1.0,69850,68200,1.024,25,19,3,60
E00948,2025-02-11,,,,PL,Krakow,Tech,L2,M,29,Permanent,Onsite,0.8,31150,32800,0.95,16,9,3,63
E00949,2019-09-10,,,,IT,Milan,Customer Service,L3,F,47,Permanent,Hybrid,1.0,34850,37400,0.932,81,19,3,78
E00950,2013-03-03,,,,PL,Krakow,Operations,L2,F,48,Permanent,Hybrid,1.0,27150,24900,1.09,159,159,3,56
E00951,2024-09-26,,,,PL,Krakow,Tech,L1,F,39,Permanent,Hybrid,1.0,22950,26200,0.876,21,21,3,59
E00952,2024-03-30,,,,ES,Barcelona,Operations,L4,M,35,Permanent,Hybrid,1.0,47400,49900,0.95,27,19,1,81
E00953,2025-08-21,,,,DE,Munich,Finance,L4,M,35,Permanent,Remote,1.0,89600,87800,1.021,10,10,4,83
E00954,2014-09-20,,,,IT,Milan,Customer Service,L3,F,37,Permanent,Hybrid,1.0,40900,37400,1.094,141,141,2,53
E00955,2023-10-31,,,,ES,Barcelona,Operations,L5,M,33,Permanent,Onsite,1.0,66850,68900,0.97,32,15,3,67
E00956,2018-02-07,,,,PL,Krakow,Finance,L2,M,47,Permanent,Hybrid,1.0,29700,28900,1.028,100,8,4,75
E00957,2024-10-12,,,,IT,Milan,Sales,L2,F,30,Permanent,Onsite,1.0,32400,34100,0.95,20,20,5,70
E00958,2025-02-07,2025-11-11,Voluntary,Compensation,DE,Munich,Sales,L1,F,23,Fixed-term,Hybrid,1.0,34750,39900,0.871,9,2,2,70
E00959,2021-02-22,,,,ES,Barcelona,Customer Service,L3,F,26,Permanent,Remote,1.0,36700,36000,1.019,64,39,3,64
E00960,2020-01-20,,,,DE,Munich,Customer Service,L1,F,41,Permanent,Onsite,1.0,35950,34200,1.051,77,77,4,54
E00961,2022-11-06,,,,IT,Milan,Operations,L3,F,22,Permanent,Remote,1.0,38100,39500,0.965,43,43,3,58
E00962,2019-02-15,,,,DE,Munich,Tech,L1,F,47,Permanent,Hybrid,1.0,43550,47500,0.917,88,88,4,47
E00963,2026-01-05,2026-05-14,Voluntary,Manager / leadership,DE,Munich,Customer Service,L2,F,30,Permanent,Remote,1.0,36900,42800,0.862,4,4,3,45
E00964,2024-07-18,,,,ES,Barcelona,Operations,L1,F,25,Permanent,Remote,1.0,22150,23800,0.931,23,5,5,83
E00965,2024-11-01,,,,PL,Krakow,Customer Service,L2,F,44,Fixed-term,Onsite,1.0,22550,23600,0.956,19,19,2,73
E00966,2025-12-20,,,,PL,Krakow,Operations,L1,M,26,Fixed-term,Onsite,1.0,18550,20000,0.927,6,6,3,68
E00967,2026-04-30,,,,ES,Barcelona,Customer Service,L1,M,22,Permanent,Remote,1.0,18700,22500,0.831,2,2,3,40
E00968,2025-03-25,,,,PL,Krakow,Operations,L1,F,35,Permanent,Hybrid,1.0,19950,20000,0.998,15,15,4,72
E00969,2025-11-12,,,,IT,Milan,Sales,L3,M,25,Permanent,Hybrid,1.0,37000,43700,0.847,7,7,1,47
E00970,2023-04-01,,,,PL,Krakow,Sales,L5,M,33,Permanent,Remote,1.0,64850,63900,1.015,38,38,3,62
E00971,2018-04-08,,,,PL,Krakow,Finance,L3,M,30,Permanent,Onsite,1.0,39000,37000,1.054,98,15,3,69
E00972,2023-07-23,,,,PL,Krakow,Customer Service,L2,F,32,Permanent,Onsite,1.0,23000,23600,0.975,35,17,3,65
E00973,2026-04-24,,,,PL,Krakow,Tech,L3,M,34,Fixed-term,Hybrid,1.0,41750,42000,0.994,2,2,3,73
E00974,2014-09-16,,,,PL,Krakow,Sales,L6,M,50,Fixed-term,Onsite,1.0,92050,88200,1.044,141,141,4,56
E00975,2015-04-13,,,,IT,Milan,Operations,L2,F,51,Permanent,Hybrid,1.0,33500,30900,1.084,134,134,2,59
E00976,2025-12-05,,,,IT,Milan,Customer Service,L3,F,31,Permanent,Onsite,1.0,32900,37400,0.88,6,6,4,65
E00977,2023-11-09,,,,IT,Milan,Finance,L2,F,32,Permanent,Hybrid,0.8,36100,35800,1.008,31,15,1,66
E00978,2025-06-04,,,,PL,Krakow,Customer Service,L3,F,35,Permanent,Hybrid,0.8,31950,30200,1.058,12,12,3,55
E00979,2025-07-22,,,,IT,Milan,Operations,L5,M,46,Fixed-term,Remote,0.8,78350,71600,1.094,11,11,4,71
E00980,2026-04-10,,,,DE,Munich,HR,L3,M,27,Permanent,Onsite,1.0,48900,60800,0.804,2,2,3,57
E00981,2023-07-01,2025-12-17,Voluntary,Manager / leadership,IT,Milan,Sales,L4,F,36,Permanent,Hybrid,1.0,51750,57300,0.903,29,21,4,38
E00982,2022-07-16,,,,PL,Krakow,Sales,L3,F,28,Fixed-term,Hybrid,1.0,33450,35300,0.948,47,47,3,54
E00983,2025-10-25,,,,DE,Munich,HR,L4,M,24,Permanent,Hybrid,1.0,73550,79800,0.922,8,8,2,60
E00984,2018-09-10,,,,DE,Munich,Customer Service,L4,F,27,Permanent,Remote,1.0,70550,71800,0.983,93,93,3,58
E00985,2012-07-09,,,,IT,Milan,Operations,L1,F,47,Fixed-term,Hybrid,1.0,24850,24700,1.006,167,167,4,53
E00986,2024-04-07,,,,PL,Krakow,Customer Service,L1,F,30,Permanent,Hybrid,0.8,19900,18900,1.053,26,8,3,67
E00987,2022-11-30,,,,ES,Barcelona,Finance,L2,F,26,Permanent,Hybrid,1.0,31100,34400,0.904,43,43,4,48
E00988,2022-07-22,,,,IT,Milan,Operations,L2,M,27,Permanent,Remote,1.0,29850,30900,0.966,47,47,4,81
E00989,2018-02-17,,,,ES,Barcelona,Finance,L3,F,40,Permanent,Onsite,1.0,44250,44000,1.006,100,7,3,83
E00990,2023-04-18,,,,ES,Barcelona,Operations,L4,M,30,Permanent,Hybrid,1.0,51900,49900,1.04,38,11,2,71
E00991,2022-03-31,,,,DE,Munich,Tech,L3,M,20,Permanent,Remote,1.0,88400,76000,1.163,51,4,3,68
E00992,2022-01-01,,,,ES,Barcelona,Finance,L2,F,28,Permanent,Hybrid,1.0,38550,34400,1.121,53,37,3,69
E00993,2026-03-01,,,,DE,Munich,Finance,L3,F,32,Permanent,Hybrid,1.0,58050,66900,0.868,3,3,4,58
E00994,2025-05-08,,,,DE,Munich,Operations,L1,M,42,Fixed-term,Hybrid,1.0,39150,36100,1.084,13,13,3,51
E00995,2019-10-30,2026-06-24,Voluntary,Relocation,IT,Milan,Operations,L2,M,28,Permanent,Hybrid,1.0,28150,30900,0.911,80,80,3,40
E00996,2015-12-04,,,,PL,Krakow,Customer Service,L1,F,42,Permanent,Hybrid,0.8,20500,18900,1.085,126,24,3,56
E00997,2024-07-30,,,,IT,Milan,Tech,L5,M,30,Permanent,Hybrid,1.0,92550,94200,0.982,23,23,4,89
E00998,2023-03-14,,,,ES,Barcelona,Operations,L3,M,28,Permanent,Onsite,1.0,38300,38000,1.008,39,14,3,83
E00999,2024-04-04,,,,DE,Munich,Customer Service,L1,M,21,Permanent,Onsite,1.0,35550,34200,1.039,26,26,3,56
E01000,2015-06-24,2025-07-04,Voluntary,Better external offer,DE,Munich,Tech,L1,F,45,Fixed-term,Onsite,1.0,46650,47500,0.982,121,121,3,57
E01001,2023-09-16,,,,IT,Milan,Customer Service,L1,F,24,Permanent,Onsite,0.8,22700,23400,0.97,33,20,2,63
E01002,2020-07-06,,,,ES,Barcelona,Operations,L1,F,41,Permanent,Remote,1.0,23650,23800,0.994,71,12,3,84
E01003,2024-04-04,,,,DE,Munich,HR,L1,M,28,Permanent,Remote,1.0,36000,38000,0.947,26,26,3,61
E01004,2021-06-02,,,,PL,Krakow,Customer Service,L1,F,46,Permanent,Onsite,1.0,18400,18900,0.974,60,28,4,54
E01005,2019-10-14,,,,ES,Barcelona,Customer Service,L3,F,41,Fixed-term,Hybrid,1.0,35050,36000,0.974,80,6,4,75
E01006,2020-04-24,,,,IT,Milan,Customer Service,L1,M,45,Permanent,Hybrid,1.0,23250,23400,0.994,74,26,3,44
E01007,2013-02-08,,,,ES,Barcelona,Customer Service,L3,M,37,Permanent,Onsite,1.0,33250,36000,0.924,160,10,4,85
E01008,2023-03-06,,,,DE,Munich,Customer Service,L2,F,38,Permanent,Hybrid,1.0,43500,42800,1.016,39,33,3,54
E01009,2025-09-24,,,,ES,Barcelona,Customer Service,L1,F,26,Fixed-term,Onsite,1.0,21950,22500,0.976,9,9,3,68
E01010,2024-09-19,,,,DE,Munich,Tech,L1,F,35,Permanent,Hybrid,1.0,48500,47500,1.021,21,16,2,70
E01011,2023-08-20,,,,DE,Munich,Finance,L3,M,24,Permanent,Remote,1.0,58900,66900,0.88,34,16,5,52
E01012,2020-07-19,,,,ES,Barcelona,Customer Service,L1,F,36,Permanent,Onsite,1.0,23650,22500,1.051,71,30,5,67
E01013,2025-02-25,,,,ES,Barcelona,Tech,L2,F,25,Permanent,Onsite,1.0,35950,39100,0.919,16,3,5,73
E01014,2020-10-22,,,,PL,Krakow,Tech,L3,M,44,Permanent,Remote,1.0,40550,42000,0.965,68,43,3,65
E01015,2023-08-01,,,,ES,Barcelona,Operations,L5,M,35,Permanent,Hybrid,1.0,69250,68900,1.005,34,34,3,60
E01016,2025-08-03,,,,PL,Krakow,HR,L2,M,36,Permanent,Hybrid,1.0,23700,26200,0.905,10,10,3,66
E01017,2024-05-09,,,,PL,Krakow,Sales,L6,M,25,Permanent,Hybrid,1.0,84200,88200,0.955,25,8,3,79
E01018,2022-08-02,,,,IT,Milan,Sales,L2,F,40,Permanent,Onsite,1.0,33900,34100,0.994,46,46,4,44
E01019,2017-01-04,,,,IT,Milan,Operations,L2,F,43,Permanent,Hybrid,1.0,27650,30900,0.895,113,22,3,68
E01020,2018-12-21,2026-04-10,Involuntary,End of fixed-term contract,PL,Krakow,Customer Service,L1,M,24,Fixed-term,Onsite,1.0,18950,18900,1.003,88,88,3,57
E01021,2017-10-01,,,,PL,Krakow,Customer Service,L2,F,43,Permanent,Hybrid,1.0,22450,23600,0.951,104,5,4,82
E01022,2021-12-05,,,,IT,Milan,HR,L2,M,26,Permanent,Hybrid,1.0,27800,32500,0.855,54,54,5,46
E01023,2012-07-06,,,,DE,Munich,Operations,L3,F,40,Permanent,Hybrid,1.0,61450,57800,1.063,167,167,4,66
E01024,2024-08-25,,,,PL,Krakow,Operations,L1,F,35,Permanent,Hybrid,1.0,18550,20000,0.927,22,16,3,67
E01025,2021-12-26,,,,PL,Krakow,Customer Service,L2,F,31,Permanent,Hybrid,1.0,24650,23600,1.044,54,54,1,70
E01026,2014-12-25,,,,PL,Krakow,Operations,L2,F,45,Permanent,Hybrid,1.0,23450,24900,0.942,138,138,2,48
E01027,2025-10-27,,,,IT,Milan,HR,L3,M,33,Permanent,Onsite,1.0,34150,41600,0.821,8,8,3,59
E01028,2012-07-05,,,,IT,Milan,HR,L5,M,46,Permanent,Hybrid,1.0,77200,75400,1.024,167,17,5,67
E01029,2015-04-11,2025-09-28,Voluntary,Better external offer,DE,Munich,Tech,L4,F,56,Permanent,Hybrid,1.0,83500,99800,0.837,125,125,3,34
E01030,2026-03-25,,,,ES,Barcelona,Customer Service,L4,F,33,Permanent,Remote,0.8,43900,47200,0.93,3,3,4,64
E01031,2025-12-21,,,,DE,Munich,Customer Service,L2,F,20,Permanent,Hybrid,1.0,36250,42800,0.847,6,6,3,57
E01032,2013-03-02,,,,IT,Milan,Tech,L1,F,54,Permanent,Hybrid,1.0,31550,32500,0.971,159,9,3,69
E01033,2026-06-24,,,,PL,Krakow,Operations,L1,F,29,Permanent,Hybrid,1.0,17850,20000,0.892,0,0,2,75
E01034,2023-08-11,,,,DE,Munich,Operations,L5,M,34,Permanent,Hybrid,1.0,105000,104700,1.003,34,11,4,76
E01035,2023-04-18,,,,PL,Krakow,Sales,L2,F,28,Permanent,Remote,1.0,27250,27600,0.987,38,21,4,67
E01036,2015-06-24,,,,IT,Milan,Sales,L2,F,44,Permanent,Hybrid,1.0,36250,34100,1.063,132,17,1,85
E01037,2026-06-16,,,,IT,Milan,Tech,L4,F,30,Permanent,Hybrid,1.0,61050,68200,0.895,0,0,3,59
E01038,2012-07-10,,,,PL,Krakow,Customer Service,L4,F,39,Permanent,Hybrid,1.0,41800,39700,1.053,167,167,4,58
E01039,2022-11-21,2026-02-23,Voluntary,Career progression,ES,Barcelona,Operations,L1,M,32,Permanent,Hybrid,1.0,25100,23800,1.055,39,39,3,66
E01040,2025-02-15,,,,DE,Munich,Operations,L1,F,26,Permanent,Remote,1.0,32850,36100,0.91,16,16,3,59
E01041,2025-07-09,,,,ES,Barcelona,HR,L3,F,21,Permanent,Hybrid,1.0,41900,40000,1.048,11,11,4,86
E01042,2022-04-16,,,,ES,Barcelona,Finance,L2,F,33,Permanent,Hybrid,1.0,38600,34400,1.122,50,28,3,57
E01043,2025-06-23,,,,ES,Barcelona,Tech,L5,F,38,Fixed-term,Hybrid,1.0,93100,90600,1.028,12,12,3,64
E01044,2023-01-03,,,,PL,Krakow,Sales,L2,F,34,Permanent,Remote,0.8,28000,27600,1.014,41,41,2,52
E01045,2021-03-27,,,,IT,Milan,Finance,L4,F,44,Permanent,Onsite,1.0,52700,60100,0.877,63,63,3,31
E01046,2022-10-08,,,,PL,Krakow,Operations,L4,M,33,Permanent,Hybrid,0.8,42400,41900,1.012,44,44,2,55
E01047,2016-10-01,,,,IT,Milan,Finance,L1,F,50,Permanent,Hybrid,1.0,31400,28600,1.098,116,4,3,76
E01048,2020-05-25,,,,DE,Munich,Sales,L2,M,48,Permanent,Hybrid,1.0,50250,49900,1.007,73,18,3,74
E01049,2024-03-31,,,,DE,Munich,HR,L2,F,31,Permanent,Onsite,1.0,46350,47500,0.976,27,23,2,57
E01050,2021-04-05,,,,PL,Krakow,Customer Service,L3,M,30,Permanent,Hybrid,1.0,30900,30200,1.023,62,62,3,56
E01051,2024-03-03,,,,IT,Milan,Customer Service,L1,F,29,Fixed-term,Hybrid,1.0,24350,23400,1.041,27,8,3,60
E01052,2025-11-04,,,,ES,Barcelona,Customer Service,L2,F,35,Fixed-term,Hybrid,1.0,22550,28100,0.802,7,7,3,33
E01053,2023-02-23,,,,IT,Milan,Customer Service,L1,M,25,Permanent,Onsite,1.0,24450,23400,1.045,40,40,4,60
E01054,2021-04-14,,,,ES,Barcelona,Customer Service,L4,M,37,Permanent,Hybrid,1.0,45300,47200,0.96,62,25,4,60
E01055,2022-04-09,,,,PL,Krakow,Operations,L5,F,39,Permanent,Hybrid,1.0,57100,57900,0.986,50,30,3,69
E01056,2025-06-17,,,,ES,Barcelona,Sales,L1,F,38,Fixed-term,Hybrid,1.0,25100,26200,0.958,12,12,3,71
E01057,2025-12-02,,,,ES,Barcelona,Tech,L4,M,40,Fixed-term,Hybrid,1.0,64000,65600,0.976,6,6,3,74
E01058,2018-08-14,,,,PL,Krakow,Sales,L1,F,42,Fixed-term,Onsite,1.0,25800,22000,1.173,94,94,3,58
E01059,2022-05-20,,,,IT,Milan,Customer Service,L1,M,46,Permanent,Hybrid,1.0,22950,23400,0.981,49,12,5,81
E01060,2023-05-08,,,,IT,Milan,Operations,L2,F,34,Permanent,Onsite,1.0,30800,30900,0.997,37,21,2,60
E01061,2024-04-04,,,,PL,Krakow,Customer Service,L3,F,34,Permanent,Hybrid,1.0,28800,30200,0.954,26,14,4,79
E01062,2020-09-19,,,,PL,Krakow,Finance,L2,F,35,Permanent,Hybrid,0.8,27750,28900,0.96,69,69,4,61
E01063,2025-07-21,,,,PL,Krakow,Operations,L3,M,37,Permanent,Onsite,1.0,32600,31900,1.022,11,11,2,74
E01064,2025-09-19,,,,PL,Krakow,Tech,L2,F,32,Permanent,Hybrid,1.0,29500,32800,0.899,9,9,2,53
E01065,2023-08-02,,,,ES,Barcelona,Customer Service,L1,M,24,Permanent,Onsite,1.0,22250,22500,0.989,34,13,1,60
E01066,2025-07-30,,,,PL,Krakow,Customer Service,L2,F,20,Fixed-term,Hybrid,1.0,23600,23600,1.0,11,11,3,75
E01067,2024-11-18,,,,PL,Krakow,Operations,L5,M,34,Permanent,Onsite,1.0,60050,57900,1.037,19,11,2,69
E01068,2020-12-23,,,,IT,Milan,Customer Service,L3,M,25,Permanent,Onsite,1.0,38050,37400,1.017,66,66,3,50
E01069,2023-08-15,,,,PL,Krakow,Tech,L3,M,42,Permanent,Remote,0.8,46150,42000,1.099,34,4,3,68
E01070,2024-04-30,,,,ES,Barcelona,Sales,L2,F,41,Permanent,Remote,1.0,34150,32800,1.041,26,15,1,79
E01071,2023-03-12,,,,DE,Munich,Tech,L3,M,24,Permanent,Remote,1.0,83250,76000,1.095,39,11,3,55
E01072,2020-06-22,,,,ES,Barcelona,Tech,L4,F,31,Permanent,Onsite,1.0,68550,65600,1.045,72,35,3,60
E01073,2025-09-04,,,,PL,Krakow,Sales,L1,F,28,Fixed-term,Onsite,1.0,22750,22000,1.034,9,9,5,77
E01074,2020-12-30,,,,DE,Munich,Customer Service,L2,M,42,Permanent,Hybrid,1.0,41500,42800,0.97,66,30,4,71
E01075,2026-03-19,,,,PL,Krakow,Finance,L4,F,24,Permanent,Remote,1.0,45750,48500,0.943,3,3,4,66
E01076,2020-06-11,2025-07-12,Voluntary,Relocation,DE,Munich,Customer Service,L3,M,33,Permanent,Onsite,1.0,48200,54700,0.881,61,6,4,59
E01077,2025-07-13,,,,PL,Krakow,Tech,L5,M,39,Fixed-term,Hybrid,1.0,72650,76100,0.955,11,11,1,81
E01078,2024-04-14,,,,PL,Krakow,Tech,L6,F,37,Permanent,Onsite,1.0,104950,105000,1.0,26,15,3,62
E01079,2025-02-06,2025-12-24,Voluntary,Personal reasons,ES,Barcelona,Customer Service,L3,F,20,Permanent,Onsite,1.0,36150,36000,1.004,10,0,3,54
E01080,2020-05-10,,,,PL,Krakow,Sales,L1,M,53,Permanent,Hybrid,0.8,25300,22000,1.15,73,6,3,70
E01081,2026-02-16,,,,PL,Krakow,Customer Service,L4,F,31,Permanent,Hybrid,1.0,34650,39700,0.873,4,4,3,63
E01082,2012-07-04,,,,DE,Munich,Sales,L1,F,49,Permanent,Hybrid,1.0,41300,39900,1.035,167,167,3,70
E01083,2017-08-11,,,,ES,Barcelona,Sales,L2,F,30,Permanent,Hybrid,1.0,31400,32800,0.957,106,36,5,72
E01084,2024-02-19,,,,PL,Krakow,Sales,L1,F,45,Permanent,Hybrid,1.0,22600,22000,1.027,28,5,3,92
E01085,2024-11-11,,,,PL,Krakow,HR,L2,F,32,Permanent,Hybrid,1.0,26600,26200,1.015,19,6,4,73
E01086,2025-07-10,,,,PL,Krakow,Operations,L1,M,35,Fixed-term,Onsite,1.0,17950,20000,0.897,11,11,3,46
